"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"74",".@mpusic presenting that #LearningAnalytics permits to better define mastery. For learners evaluating X-Rays in a s… https://t.co/SHMoO7FgBb",FALSE,7,NA,2018-10-18 12:29:38,TRUE,NA,"1052899506772045824",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","epetersmtl",3,FALSE,FALSE,NA,NA
"75","@HigherEdSurge Learner-centered, #BlendedLearning, OnlineLearning, #ActiveLearning, innovative learning spaces,… https://t.co/NZDxvRJI58",FALSE,1,"HigherEdSurge",2018-10-18 12:07:36,TRUE,"1052872669136388096","1052893961487077377","4827186013","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","garay",0,FALSE,FALSE,NA,NA
"76","RT @epetersmtl: @drjfrank @OrthopodReg @sherbino @VatsalTrivediMD Our future robot overlords are ready to crunch all the data at #LearningA…",FALSE,0,NA,2018-10-18 12:01:58,FALSE,NA,"1052892543678070784",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OrthopodReg",6,TRUE,FALSE,NA,NA
"77","RT @epetersmtl: @drjfrank @OrthopodReg @sherbino @VatsalTrivediMD Our future robot overlords are ready to crunch all the data at #LearningA…",FALSE,0,NA,2018-10-18 11:55:46,FALSE,NA,"1052890980997898241",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","perbinder",6,TRUE,FALSE,NA,NA
"78","Exploring my identity in machine learning and learning sciences communities of practice.
- Will be presenting a pos… https://t.co/jGBP9TcEYE",FALSE,1,NA,2018-10-18 11:49:01,TRUE,NA,"1052889284968103936",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SHCK16",0,FALSE,FALSE,NA,NA
"79","@drjfrank @OrthopodReg @sherbino @VatsalTrivediMD Our future robot overlords are ready to crunch all the data at… https://t.co/v8iBg9uXuk",FALSE,15,"drjfrank",2018-10-18 11:18:23,TRUE,"1052878214270455809","1052881572049891328","342886228","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","epetersmtl",6,FALSE,FALSE,NA,NA
"80","RT @EUNIS_IT: #EUNIS #LearningAnalytics #sheilaproject workshop @yi_shan_tsai https://t.co/OFGrgvQIaF",FALSE,0,NA,2018-10-18 10:12:37,FALSE,NA,"1052865022391709696",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","yi_shan_tsai",2,TRUE,FALSE,NA,NA
"81","RT @gillferrell: Greatly enjoyed the #sheilaproject workshop today #EUNIS #LearningAnalytics Thanks @yi_shan_tsai https://t.co/Pwsdrgjlwf",FALSE,0,NA,2018-10-18 10:10:40,FALSE,NA,"1052864533130285056",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","yi_shan_tsai",2,TRUE,FALSE,NA,NA
"82","Now available Open free online course #ProblemBasedLearning &amp; #LearningAnalytics

Classes Start Nov 19, 2018
Classe… https://t.co/oHXnU9YrGo",FALSE,1,NA,2018-10-18 10:00:16,TRUE,NA,"1052861913263157248",NA,"<a href=""http://www.coosto.com"" rel=""nofollow"">Coosto</a>","Welteninstitute",0,FALSE,FALSE,NA,NA
"83","RT @iandolphin24: ""The case for open source classifiers in AI algorithms""  https://t.co/b74JWLFyBX #tech #learninganalytics",FALSE,0,NA,2018-10-18 09:56:20,FALSE,NA,"1052860923529060357",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","ICTInnovatieUvA",3,TRUE,FALSE,NA,NA
"84","#CfP from #BJET #AI #learninganalytics #criticalEd #humanmachine &amp; call for co-authors on #philosophy ... https://t.co/pf7n1Bx6q5",FALSE,0,NA,2018-10-18 09:10:53,FALSE,NA,"1052849488023445504",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Ignatia",0,FALSE,FALSE,NA,NA
"85","RT @GazzaToGo: BBC's Edu's Journo @seanjcoughlan reports on 'Profiling' at Harvard - should race count in university admissions? https://t.…",FALSE,0,NA,2018-10-18 09:10:17,FALSE,NA,"1052849336772644864",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SolutionpathEDU",1,TRUE,FALSE,NA,NA
"86","Well done! Our studies @EdTechMA_UCL and alumni @BeyondTheMA will find this interesting. A lot of discussions aroun… https://t.co/dUVk84kd5Q",FALSE,5,NA,2018-10-18 07:46:36,TRUE,NA,"1052828275389677568",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mavrikis",1,FALSE,FALSE,NA,NA
